,position,company,min_rank,mean_rank,kws_rank,job_count
13520,Utility Tradesworker - Waterworks,City of North Vancouver,4,1451.0,"vancouver (4), north (117), city (151), waterworks (884), utility (1,182), tradesworker (6,368)",2
13521,admissions officer - post-secondary educational institution,Ace Trades and Technical Institute,13,1451.09,"and (13), technical (124), officer (136), post (434), institute (565), secondary (829), admissions (1,224), trades (1,256), educational (1,317), ace (3,481), institution (6,583)",2
13522,Part Time Early Morning Sorter Preload YVR Area,UPS,30,1452.22,"time (30), part (58), early (407), area (446), ups (1,059), yvr (1,487), morning (1,733), sorter (3,687), preload (4,163)",2
13523,Senior Machine Learning Workflow Engineer,Scanline VFX,6,1452.43,"senior (6), engineer (9), learning (144), machine (435), vfx (740), scanline (1,187), workflow (7,646)",2
13524,"Nurse Practitioner, VCH Epilepsy Program",Vancouver Coastal Health,0,1452.62,"health (0), vancouver (4), nurse (5), coastal (12), practitioner (40), program (104), vch (4,005), epilepsy (7,451)",2
13525,"Account Executive, Group Benefits",ICBA Benefits,20,1453.0,"group (20), account (93), executive (108), benefits (535), icba (6,509)",2
13526,Database Administration and Development Specialist,Brown and Caldwell,13,1453.14,"and (13), specialist (24), development (33), administration (529), brown (940), database (1,309), caldwell (7,324)",2
13527,Dental Lab Technician (CAD/CAM Designer),Transcend Specialized Dentistry,28,1453.33,"technician (28), designer (111), lab (321), dental (474), dentistry (615), specialized (888), cad (1,074), cam (4,755), transcend (4,814)",2
13528,Senior PTE Field Technician,POWER Engineers,6,1456.0,"senior (6), technician (28), field (128), power (394), engineers (699), pte (7,481)",2
13529,"Team Leader, Stores / Chef d'Ã©quipe- Magasins",Air Canada,11,1456.12,"canada (11), team (100), leader (206), chef (345), air (499), stores (778), quipe (3,467), magasins (6,243)",2
13530,Junior Sous Chef,Shaughnessy Golf & Country Club,252,1456.71,"junior (252), chef (345), club (460), country (954), sous (1,066), shaughnessy (3,551), golf (3,569)",1
13531,Provost,Trinity Western University,55,1456.75,"university (55), western (182), trinity (461), provost (5,129)",2
13532,Content Marketer,Jetson,473,1457.33,"content (473), marketer (1,815), jetson (2,084)",2
13533,Golang System Software Engineer - Containers / Virtualisation,Canonical,9,1457.71,"engineer (9), software (21), canonical (157), system (405), golang (1,228), virtualisation (3,646), containers (4,738)",2
13534,long haul truck driver,CITY-LINK CARRIERS LTD,23,1457.88,"ltd (23), city (151), long (177), driver (266), truck (279), haul (680), link (2,431), carriers (7,656)",2
13535,Senior Bootloader & System Engineer - Ubuntu Linux,Canonical,6,1458.29,"senior (6), engineer (9), canonical (157), system (405), linux (595), ubuntu (784), bootloader (8,252)",1
13536,landscaper lead hand,No Limit Landscaping Ltd.,23,1458.33,"ltd (23), lead (52), landscaping (900), hand (1,253), landscaper (1,955), limit (4,567)",2
13537,Amazon Ecommerce Coordinator,TallGrass Natural Health,0,1458.5,"health (0), coordinator (31), amazon (101), natural (713), ecommerce (1,473), tallgrass (6,433)",2
13538,Mechanical Repair Technician,BHD Instrumentation,28,1458.6,"technician (28), mechanical (153), repair (390), instrumentation (827), bhd (5,895)",2
13539,Naval Communicator,Canadian Armed Forces | Forces armÃ©es canadiennes,59,1458.71,"canadian (59), forces (82), armed (83), armã (84), canadiennes (85), naval (2,422), communicator (7,396)",2
13540,SalonCentric Canada - Store Associate - Victoria,L'OrÃ©al,11,1458.83,"canada (11), associate (18), store (32), victoria (756), orã (3,409), saloncentric (4,527)",2
13541,"IngÃ©nieur en apprentissage automatique senior | Senior Machine Learning Engineer, Professional Services",Amazon Web Services (AWS),6,1458.85,"senior (6), services (7), engineer (9), amazon (101), learning (144), web (285), professional (305), aws (372), machine (435), ingã (3,588), apprentissage (3,638), nieur (3,650), automatique (6,425)",2
13542,Ice Skating Instructor,City of Vancouver,4,1459.0,"vancouver (4), city (151), instructor (289), ice (1,927), skating (4,924)",2
13543,bookkeeper,Trident Roadlines Inc.,17,1459.25,"inc (17), bookkeeper (458), trident (2,613), roadlines (2,749)",2
13544,Sr. Partner Marketing Manager,Dialpad,3,1459.25,"manager (3), marketing (103), partner (402), dialpad (5,329)",2
13545,Assistant Controller,BC SPCA,14,1459.33,"assistant (14), controller (477), spca (3,887)",2
13546,PBLA Lead (LINC level 1-4),Douglas College,52,1460.0,"lead (52), college (119), douglas (226), level (237), linc (3,324), pbla (4,802)",1
13547,"Chargehand, Plumbing",Vancouver Coastal Health,0,1460.0,"health (0), vancouver (4), coastal (12), plumbing (588), chargehand (6,696)",2
13548,Dumpling Prep (Dumpling Trainee),Din Tai Fung North America,117,1460.38,"north (117), america (243), trainee (539), prep (1,268), tai (1,419), fung (1,436), din (1,453), dumpling (5,208)",2
13549,Merchandiser & Sales Associate,Coast Consignment,16,1460.6,"sales (16), associate (18), coast (264), merchandiser (369), consignment (6,636)",2
13550,STEM Educator (Math & Science) Grades 8-12 â Full-Time or Part-Time,Whytecliff Agile Learning Centre,30,1461.33,"time (30), centre (43), full (51), part (58), learning (144), science (253), math (370), educator (399), agile (2,268), whytecliff (3,285), stem (3,652), grades (6,983)",2
13551,cook,Sweet Cherubim Natural Foods Ltd,23,1461.33,"ltd (23), cook (169), foods (212), natural (713), sweet (3,804), cherubim (3,847)",2
13552,Cleaner Part-Time (Days & Weekends),Realstar,30,1461.33,"time (30), part (58), cleaner (1,084), weekends (1,136), realstar (2,668), days (3,792)",2
13553,"Head of Valuations, Advisory and Debt Services Canada,",Colliers,7,1461.38,"services (7), canada (11), and (13), head (341), advisory (543), colliers (1,004), debt (3,022), valuations (6,750)",2
13554,Portland NBDHE Tutor,"Varsity Tutors, a Nerdy Company",19,1461.43,"company (19), tutor (22), tutors (25), nerdy (26), varsity (27), portland (1,727), nbdhe (8,384)",1
13555,Senior Overhead Transmission Lines Engineer - Candidate Pool,CIMA+,6,1461.5,"senior (6), engineer (9), pool (436), lines (959), transmission (1,078), cima (1,241), overhead (2,236), candidate (5,727)",2
13556,KPU Collective Peer Mentor - Competition ID: 4008,Kwantlen Polytechnic University,55,1461.5,"university (55), competition (365), polytechnic (366), kwantlen (367), peer (1,286), mentor (1,363), kpu (2,959), collective (4,931)",1
13557,Service Offering Coordinator,Raymond James Ltd.,23,1461.5,"ltd (23), coordinator (31), service (38), james (576), raymond (666), offering (7,435)",2
13558,Fan Development & Group Sales Coordinator - PWHL Vancouver,PWHL,4,1461.57,"vancouver (4), sales (16), group (20), coordinator (31), development (33), pwhl (2,458), fan (7,669)",2
13559,Server,Tableau Bar Bistro,245,1462.0,"bar (245), server (247), bistro (1,750), tableau (3,606)",1
13560,"Purchase - Inventory Coordinator, FTR",Metro Vancouver Transit Police,4,1462.25,"vancouver (4), coordinator (31), transit (410), metro (682), inventory (789), police (1,111), purchase (4,029), ftr (4,642)",2
13561,SET BC-Technology Support - Visual Impairments,Vancouver School Board,4,1462.38,"vancouver (4), school (46), support (63), technology (109), board (503), visual (624), set (5,002), impairments (5,348)",2
13562,CaissierÂ·Ã¨re / CuisinierÂ·Ã¨re,Restaurants McDonaldâs des Hautes Laurentides,307,1462.57,"des (307), restaurants (596), laurentides (743), mcdonaldâ (750), hautes (751), cuisinierâ (3,212), caissierâ (3,879)",2
13563,millwork estimator,Apollo Industries Ltd.,23,1462.6,"ltd (23), estimator (363), industries (531), apollo (2,932), millwork (3,464)",2
13564,RN-RPN - Brock Fahrni,Providence Health Care,0,1463.17,"health (0), care (15), rpn (86), providence (186), brock (4,222), fahrni (4,270)",2
13565,installation and repair technician - telecommunications,RCOM COMMUNICATION LTD,13,1463.25,"and (13), ltd (23), technician (28), repair (390), telecommunications (1,380), communication (1,788), installation (1,883), rcom (6,201)",2
13566,"Doula, Families in Recover (FIR) - BC Childrenâs and BC Womenâs Indigenous Health",Provincial Health Services Authority,0,1463.5,"health (0), authority (1), services (7), and (13), provincial (37), childrenâ (168), womenâ (299), indigenous (314), fir (1,572), families (1,735), recover (6,377), doula (7,039)",2
13567,child caregiver - private home,richa & co.,118,1463.6,"home (118), child (328), private (487), caregiver (717), richa (5,668)",2
13568,Sales Assistant,Carlisle Construction Materials,14,1463.6,"assistant (14), sales (16), construction (72), materials (329), carlisle (6,887)",2
13569,roofing supervisor,Villa Roofing & Sheet Metal,29,1463.8,"supervisor (29), metal (925), roofing (1,235), sheet (1,314), villa (3,816)",2
13570,CSO - Experienced Construction Safety Officer,Quolus Construction Services Ltd.,7,1463.88,"services (7), ltd (23), construction (72), officer (136), safety (183), experienced (504), cso (4,661), quolus (6,125)",2
13571,Junior Geoscientist/Geophysicist,WSP in Canada,11,1464.2,"canada (11), wsp (114), junior (252), geoscientist (2,323), geophysicist (4,621)",4
13572,Automotive Technician,GreatYear Automotive Inc.,17,1464.25,"inc (17), technician (28), automotive (360), greatyear (5,452)",2
13573,"Optometrist, Langley Leaseholder Opportunity",Bailey Nelson,125,1464.33,"langley (125), opportunity (210), bailey (780), optometrist (1,293), nelson (1,416), leaseholder (4,962)",1
13574,landscaper,North by Northwest Ventures Inc.,17,1464.6,"inc (17), north (117), ventures (1,639), landscaper (1,955), northwest (3,595)",1
13575,Sales Associate (English & Mandarin or Cantonese speaking preferred),the WIRELESS kiosk @Costco / le kiosque SANS-FIL @Costco,16,1464.64,"sales (16), associate (18), the (61), english (208), speaking (817), mandarin (892), wireless (932), cantonese (1,254), preferred (2,197), kiosk (2,216), fil (2,946), kiosque (2,955), costco (2,996), sans (2,997)",1
13576,"Licensed Nurse, LPN or LVN",TieTalent,5,1464.8,"nurse (5), licensed (98), lpn (196), tietalent (1,102), lvn (5,923)",2
13577,Intermediate Designer,DesignAgency,111,1465.33,"designer (111), intermediate (148), designagency (4,137)",2
13578,Senior Compositor,Industrial Light & Magic,6,1465.4,"senior (6), industrial (225), light (670), magic (1,789), compositor (4,637)",1
13579,Business Development Manager,Bechtel Corporation,3,1465.6,"manager (3), development (33), business (54), corporation (126), bechtel (7,112)",2
13580,line cook,Jam Cafe Kitsilano,166,1465.6,"line (166), cook (169), kitsilano (868), cafe (1,148), jam (4,977)",1
13581,Development Donations Specialist,Trinity Western University,24,1465.67,"specialist (24), development (33), university (55), western (182), trinity (461), donations (8,039)",1
13582,long haul truck driver,JMG Carrier LTD,23,1466.0,"ltd (23), long (177), driver (266), truck (279), haul (680), carrier (2,418), jmg (6,419)",2
13583,Veterinary Criticalist,NVA Canada,11,1466.25,"canada (11), veterinary (639), nva (1,512), criticalist (3,703)",2
13584,COBS Bread Product Sampler - West Broadway,COBS Bread,127,1466.5,"product (127), west (152), broadway (602), bread (991), cobs (1,152), sampler (5,775)",2
13585,"Sr. Software Development Engineer, Alexa Daily Essentials",Amazon,9,1466.57,"engineer (9), software (21), development (33), amazon (101), essentials (2,705), alexa (3,428), daily (3,969)",2
13586,Track Inspector,RailWorks Corporation,126,1466.75,"corporation (126), track (798), inspector (857), railworks (4,086)",2
13587,accountant,Cruise Connections Canada,11,1466.75,"canada (11), accountant (189), connections (1,573), cruise (4,094)",2
13588,"helper, mechanic",Abby Country Motors,230,1466.8,"mechanic (230), helper (368), country (954), motors (1,711), abby (4,071)",2
13589,Directeur PME,National Bank of Canada,11,1467.0,"canada (11), national (445), bank (528), directeur (872), pme (5,479)",2
13590,supermarket butcher,City Avenue Market,151,1467.2,"city (151), market (421), supermarket (1,009), avenue (2,148), butcher (3,607)",1
13591,"Sr. Software Development Engineer, Alexa Daily Essentials",ITjobs.ca,9,1467.43,"engineer (9), software (21), development (33), itjobs (107), essentials (2,705), alexa (3,428), daily (3,969)",2
13592,cook,Cardero's Restaurant,130,1467.67,"restaurant (130), cook (169), cardero (4,104)",1
13593,"barista - Store# 04818, Grandview Hwy & Natal Street",Starbucks,32,1468.0,"store (32), starbucks (73), barista (150), street (835), hwy (2,188), grandview (2,484), natal (4,514)",2
13594,Clinical Ethicist,Fraser Health Authority,0,1468.2,"health (0), authority (1), fraser (2), clinical (79), ethicist (7,259)",2
13595,Heavy Equipment Mechanic,Hayco Equipment Ltd,23,1468.2,"ltd (23), equipment (162), mechanic (230), heavy (593), hayco (6,333)",2
13596,Administrateur du SystÃ¨me de Gestion de L'apprentissage,KPMG Canada,11,1468.5,"canada (11), kpmg (199), systã (1,270), gestion (1,479), administrateur (2,214), apprentissage (3,638)",1
13597,Commercial Real Estate Paralegal,"Osler, Hoskin & Harcourt LLP",176,1468.62,"commercial (176), estate (295), real (301), llp (480), paralegal (1,060), harcourt (3,072), hoskin (3,151), osler (3,214)",2
13598,Product Designer â Consumer Facing team (Bangkok Based),Agoda,100,1469.0,"team (100), designer (111), product (127), based (211), agoda (550), bangkok (566), consumer (1,805), facing (8,282)",1
13599,Anthropologie Sales Associate,Anthropologie,16,1469.33,"sales (16), associate (18), anthropologie (4,374)",2
13600,Leadership Role in Artificial Digital Transformation field,TATWEER MIDDLE EAST AND AFRICA L.L.C,13,1469.64,"and (13), field (128), digital (207), leadership (652), middle (668), transformation (708), east (973), role (1,798), artificial (1,978), africa (3,410), tatweer (5,631)",2
13601,line cook,Sachdeva Sweets & Restaurant ltd,23,1470.0,"ltd (23), restaurant (130), line (166), cook (169), sweets (1,723), sachdeva (6,609)",2
13602,Software Test Engineer - NetOps,Arista Networks,9,1470.17,"engineer (9), software (21), test (451), networks (606), arista (891), netops (6,843)",2
13603,Stage Experience Lead - Full Time,SEPHORA,30,1470.17,"time (30), full (51), lead (52), experience (165), sephora (4,214), stage (4,309)",2
13604,Account Manager,Dye & Durham Corporation,3,1470.8,"manager (3), account (93), corporation (126), durham (3,541), dye (3,591)",2
13605,Artistic Planning & Operations,Music on Main,88,1471.4,"operations (88), planning (236), main (819), music (844), artistic (5,370)",2
13606,Unreal Engine Software Developer,PIXOMONDO,21,1471.4,"software (21), developer (53), engine (1,013), unreal (2,917), pixomondo (3,353)",2
13607,"Neurologist, Headache and Hospital Neurology",Vancouver Coastal Health,0,1471.5,"health (0), vancouver (4), hospital (8), coastal (12), and (13), neurologist (1,976), neurology (2,078), headache (7,681)",2
13608,"shift supervisor - Store# 04810, E. COLUMBIA & SHERBROOKE - SAN MARINO",Starbucks,29,1471.75,"supervisor (29), store (32), columbia (66), starbucks (73), shift (94), sherbrooke (3,140), san (3,547), marino (4,793)",2
13609,Cultivation Summer Student (Temporary),Pure Sunfarms,120,1471.83,"student (120), temporary (371), summer (440), pure (1,756), sunfarms (2,217), cultivation (3,927)",2
13610,assistant manager - retail,Main Mini Mart,3,1472.0,"manager (3), assistant (14), retail (70), mart (323), main (819), mini (7,603)",2
13611,Sales - Safety Equipment,EFAS Safety,16,1472.0,"sales (16), equipment (162), safety (183), efas (5,527)",2
13612,Pet Groomer Trainee,PetSmart,337,1472.75,"pet (337), petsmart (444), trainee (539), groomer (4,571)",2
13613,Line Cook / Chef de Partie,Sports Illustrated,166,1472.83,"line (166), cook (169), sports (280), chef (345), partie (1,523), illustrated (6,354)",1
13614,Hiring Immediately for 2025! Entry-Level English Teacher,English 1,105,1472.86,"teacher (105), for (170), english (208), level (237), entry (569), hiring (1,257), immediately (7,764)",2
13615,"Director of Engineering, Advertising Technology",MonetizeMore,48,1473.2,"director (48), engineering (71), technology (109), advertising (1,985), monetizemore (5,153)",2
13616,office administrative assistant,Suntech Solar Solutions (Pty) Ltd,14,1473.25,"assistant (14), ltd (23), solutions (89), administrative (99), office (149), pty (1,655), solar (2,891), suntech (6,866)",2
13617,"Supervisor, OCC",TransLink,29,1473.33,"supervisor (29), translink (400), occ (3,991)",2
13618,ASL Literacy Specialist,Burnaby School District - SD41,24,1473.5,"specialist (24), school (46), burnaby (68), district (91), literacy (2,351), asl (6,261)",2
13619,Directeur adjoint de dÃ©tail,Staples Canada,11,1474.0,"canada (11), directeur (872), staples (1,019), adjoint (2,283), tail (3,185)",2
13620,Pastry Cook - Quebec-Charlevoix,Club Med,169,1474.67,"cook (169), med (319), club (460), quebec (2,206), pastry (2,280), charlevoix (3,414)",1
13621,Store Manager,TUMI,3,1474.67,"manager (3), store (32), tumi (4,389)",2
13622,DEI Recruiter (12 month contract),EY,121,1475.0,"contract (121), month (214), recruiter (1,212), dei (4,353)",2
13623,Product Support Mechanic,TMG Industrial,63,1475.2,"support (63), product (127), industrial (225), mechanic (230), tmg (6,731)",2
13624,cook,An Indian Affair,169,1475.67,"cook (169), indian (1,171), affair (3,087)",2
13625,Sanitation Worker,Wonderbrands,47,1475.67,"worker (47), wonderbrands (1,878), sanitation (2,502)",2
13626,Account Executive,Lightspeed Commerce,93,1475.75,"account (93), executive (108), commerce (1,330), lightspeed (4,372)",2
13627,"Post-doctoral Associate in causal inference, machine learning, and heath care",The University of British Columbia,13,1475.79,"and (13), care (15), associate (18), university (55), the (61), columbia (66), british (75), learning (144), post (434), machine (435), doctoral (3,146), causal (4,212), heath (4,496), inference (7,491)",2
13628,Senior Application Security Engineer,developrec,6,1476.0,"senior (6), engineer (9), security (90), application (439), developrec (6,836)",2
13629,Millwright with Power Engineer,Dessert Holdings,9,1476.17,"engineer (9), power (394), with (582), millwright (792), holdings (2,242), dessert (4,838)",1
13630,Power Platform Techno-Functional Consultant - Senior Consultant,EY,6,1476.17,"senior (6), consultant (74), power (394), platform (404), functional (860), techno (7,119)",2
13631,"Sr. Operations Engineer, GES NA Ops Engineering",Amazon,9,1476.33,"engineer (9), engineering (71), operations (88), amazon (101), ops (1,242), ges (7,347)",2
13632,"Consultant, Hydrogeochemist (Mid - Level)",ERM,74,1476.6,"consultant (74), level (237), mid (617), erm (907), hydrogeochemist (5,548)",2
13633,Sales Agent,Optiman Group,16,1476.75,"sales (16), group (20), agent (422), optiman (5,449)",2
13634,carpenter,Mack Kirk Roofing & Sheet Metal Ltd.,23,1476.86,"ltd (23), carpenter (457), metal (925), roofing (1,235), sheet (1,314), mack (3,077), kirk (3,307)",2
13635,Order Selector - Nights,Gordon Food Service,38,1477.5,"service (38), food (95), order (1,120), gordon (1,274), nights (2,685), selector (3,653)",1
13636,Luggage Host Vancouver (Seasonal Part Time - June to October 2025),Rocky Mountaineer,4,1478.3,"vancouver (4), time (30), part (58), seasonal (286), host (526), mountaineer (1,331), rocky (1,333), october (2,671), june (3,133), luggage (5,411)",2
13637,Bid Coordinator,Corpay,31,1478.33,"coordinator (31), corpay (1,429), bid (2,975)",2
13638,Research Technician - Antibody Purification (12-month Contract),AbCellera,28,1478.57,"technician (28), contract (121), research (167), month (214), abcellera (1,618), antibody (3,536), purification (4,666)",2
13639,Catering Services Worker - KPMG Conference Floor,Aramark Canada,7,1479.0,"services (7), canada (11), worker (47), kpmg (199), floor (632), catering (1,414), aramark (4,723), conference (4,799)",2
13640,Destination Specialist,Goway Travel,24,1479.25,"specialist (24), travel (890), destination (1,747), goway (3,256)",2
13641,truck trailer mechanic,GLT Transportation Inc,17,1479.67,"inc (17), mechanic (230), truck (279), transportation (427), trailer (931), glt (6,994)",2
13642,Housing - Case Manager,Central City Concern,3,1480.0,"manager (3), city (151), housing (248), central (418), case (562), concern (7,498)",1
13643,Locksmith,Langley School District #35,46,1480.5,"school (46), district (91), langley (125), locksmith (5,660)",2
13644,Service Technician,Brogan Fire & Safety,28,1480.6,"technician (28), service (38), safety (183), fire (441), brogan (6,713)",2
13645,long haul truck driver,LIAN TRUCKING INC.,17,1481.0,"inc (17), long (177), driver (266), truck (279), haul (680), trucking (1,276), lian (7,672)",2
13646,Icemaker Lead,PNE,52,1481.0,"lead (52), pne (716), icemaker (3,675)",2
13647,Live-In Cleaner,Realstar,692,1481.33,"live (692), cleaner (1,084), realstar (2,668)",2
13648,Production supervisor - cannabis processing,West Blvd Cannabis,29,1481.67,"supervisor (29), west (152), production (185), processing (495), cannabis (3,038), blvd (4,991)",2
13649,Kidney Transplant Surgeon,Vancouver Coastal Health,0,1481.83,"health (0), vancouver (4), coastal (12), transplant (1,139), surgeon (1,272), kidney (6,464)",2
13650,"barista - Store# 04435, COMO LAKE",Starbucks,32,1482.0,"store (32), starbucks (73), barista (150), lake (2,552), como (4,603)",2
13651,food service supervisor,Fresgo Inn Restaurant,29,1482.5,"supervisor (29), service (38), food (95), restaurant (130), inn (2,590), fresgo (6,013)",2
13652,Design Engineer | Highways,Randstad Canada,9,1483.6,"engineer (9), canada (11), design (154), randstad (2,576), highways (4,668)",2
13653,Electrical Project Engineer,Kruger Products | Produits Kruger,9,1483.67,"engineer (9), project (42), electrical (137), products (309), produits (3,661), kruger (4,744)",2
13654,Steel Stud Framer,Winwood Construction Ltd.,23,1483.83,"ltd (23), construction (72), steel (1,393), framer (2,032), stud (2,368), winwood (3,015)",2
13655,"Senior Scientist, Cryopreservation Process Development",Aspect Biosystems,6,1484.0,"senior (6), development (33), scientist (224), process (338), biosystems (1,093), aspect (1,198), cryopreservation (7,496)",2
13656,truck mechanic,"Odyssey Logistics (fka American Fast Freight, Inc.)",17,1484.67,"inc (17), mechanic (230), truck (279), logistics (406), american (505), fast (1,169), freight (1,600), odyssey (4,437), fka (4,719)",2
13657,automotive service technician,Minit-Tune & Brake Auto Centres,28,1485.25,"technician (28), service (38), auto (193), automotive (360), centres (413), brake (1,953), minit (4,329), tune (4,568)",2
13658,"Phlebotomist - Paid Training, Day 1 Benefits",TieTalent,201,1485.5,"training (201), day (324), benefits (535), tietalent (1,102), paid (1,764), phlebotomist (4,987)",2
13659,Online Operations Specialist,Molly Tea Canada,11,1486.17,"canada (11), specialist (24), online (87), operations (88), tea (4,281), molly (4,426)",2
13660,"Advisor, Regional Crises and Emergencies",First Nations Health Authority,0,1486.22,"health (0), authority (1), and (13), advisor (77), regional (238), first (272), nations (467), crises (5,099), emergencies (7,209)",2
13661,Sales Representative,STARARC SOLUTIONS INC.,16,1486.4,"sales (16), inc (17), representative (56), solutions (89), stararc (7,254)",2
13662,Branch Manager,Messer Americas,3,1486.75,"manager (3), branch (359), americas (1,045), messer (4,540)",2
13663,BIM Technician,Smith + Andersen,28,1486.75,"technician (28), bim (1,786), smith (1,910), andersen (2,223)",2
13664,Senior Technicians,Lionsgate Water Treatment Ltd.,6,1487.0,"senior (6), ltd (23), water (315), treatment (401), technicians (2,786), lionsgate (5,391)",2
13665,Beauty Advisor - Christian Dior,Holt Renfrew,77,1487.33,"advisor (77), beauty (364), christian (972), renfrew (1,086), holt (1,092), dior (5,333)",2
13666,Acting Director of Development (Maternity Leave Cover),Saint James Music Academy,33,1487.4,"development (33), director (48), academy (412), james (576), music (844), maternity (894), saint (1,096), leave (1,237), cover (3,496), acting (6,238)",2
13667,construction helper,Glyco Drywall,72,1487.75,"construction (72), helper (368), drywall (610), glyco (4,901)",2
13668,Senior PLM Manager - Mobile,NETGEAR,3,1488.4,"manager (3), senior (6), mobile (355), netgear (3,508), plm (3,570)",1
13669,General Labourer,North American Pipe & Steel (NAPSteel),34,1488.57,"general (34), north (117), labourer (490), american (505), steel (1,393), pipe (2,130), napsteel (5,751)",2
13670,Inside Sales Representative,Grizzly Supplies,16,1488.8,"sales (16), representative (56), inside (347), supplies (1,411), grizzly (5,614)",2
13671,"Controls Technician - Contracting Department - Burnaby, BC",Trane Chicago/Central Illinois,28,1489.44,"technician (28), burnaby (68), department (303), controls (353), central (418), contracting (646), trane (2,776), illinois (4,217), chicago (4,596)",2
13672,Cafe Manager,Artigiano,3,1489.67,"manager (3), cafe (1,148), artigiano (3,318)",2
13673,cook,White Spot,169,1490.0,"cook (169), white (803), spot (3,498)",1
13674,roofer helper,Mack Kirk Roofing & Sheet Metal Ltd.,23,1490.62,"ltd (23), helper (368), metal (925), roofing (1,235), sheet (1,314), roofer (1,676), mack (3,077), kirk (3,307)",2
13675,Environmental Monitor (Intermediate),Allnorth Ingenieria,148,1491.2,"intermediate (148), environmental (204), allnorth (1,918), ingenieria (1,933), monitor (3,253)",2
13676,Piping Designer,Brunel,111,1491.33,"designer (111), brunel (1,969), piping (2,394)",1
13677,"Monster Ambassador Team (MAT) - Vancouver, BC",Monster Energy,4,1492.0,"vancouver (4), team (100), ambassador (274), energy (470), monster (3,720), mat (4,384)",2
13678,OTCHT - Certified Hand Therapist,Lifemark Health Group,0,1492.86,"health (0), group (20), therapist (69), lifemark (768), certified (785), hand (1,253), otcht (7,555)",2
13679,Teacher - Judaics: Grade 4-7,Richmond Jewish Day School,46,1493.14,"school (46), teacher (105), richmond (173), day (324), grade (513), jewish (3,580), judaics (5,711)",1
13680,Implementation Technician (Vancouver),BFG Enterprise Services,4,1493.17,"vancouver (4), services (7), technician (28), enterprise (261), implementation (944), bfg (7,715)",2
13681,Fire Protection (Civil and Mech) Engineering Paid Co-op / Intern,Pontem Group,13,1493.2,"and (13), group (20), engineering (71), civil (292), intern (334), protection (419), fire (441), paid (1,764), mech (5,623), pontem (5,955)",2
13682,Azure Databricks Data Engineer (Microsoft Fabric) - Vancouver,Capgemini,4,1493.38,"vancouver (4), engineer (9), data (106), microsoft (795), capgemini (1,959), fabric (2,693), azure (2,854), databricks (3,527)",2
13683,Sales Associate (Part-Time) - CF Pacific Centre,Alo Yoga,16,1494.0,"sales (16), associate (18), time (30), centre (43), part (58), pacific (251), yoga (4,941), alo (6,595)",2
13684,Future Opportunities,Semios,308,1494.33,"opportunities (308), future (333), semios (3,842)",2
13685,OfficierÂ·Ã¨re en soins infirmiers,Canadian Armed Forces | Forces armÃ©es canadiennes,59,1494.62,"canadian (59), forces (82), armed (83), armã (84), canadiennes (85), officierâ (678), soins (4,067), infirmiers (6,819)",2
13686,Data Scientist for Bot Detection,Thales,106,1495.0,"data (106), for (170), scientist (224), detection (1,992), thales (2,330), bot (4,148)",2
13687,Full Cycle Accountant,Mahler Machining,51,1495.8,"full (51), accountant (189), mahler (2,303), machining (2,361), cycle (2,575)",2
13688,Business AdvisorâSelf-Employment,Douglas College,54,1496.5,"business (54), college (119), douglas (226), employment (1,526), self (1,808), advisorâ (5,246)",2
13689,"Student Research Assistant, Recreation & Models of Aging Care",Douglas College,14,1496.78,"assistant (14), care (15), college (119), student (120), research (167), douglas (226), recreation (414), models (5,478), aging (6,918)",2
13690,Social Media & Content Manager,The Latest Scoop,3,1496.86,"manager (3), the (61), social (112), media (336), content (473), latest (4,185), scoop (5,308)",2
13691,Strategic Communications Consultant - Executive Positioning & Execution (Vancouver),GeoComply,4,1497.38,"vancouver (4), consultant (74), executive (108), communications (213), strategic (618), geocomply (2,005), execution (2,882), positioning (6,075)",2
13692,Ãquipier Ã temps partiel,Restaurants McDonaldâs des Hautes Laurentides,307,1497.38,"des (307), restaurants (596), laurentides (743), mcdonaldâ (750), hautes (751), temps (2,449), partiel (3,160), quipier (3,223)",2
13693,Solutions Consultant,Palo Alto Networks,74,1497.4,"consultant (74), solutions (89), networks (606), palo (3,292), alto (3,426)",2
13694,Portland PSAT Mathematics Tutor,"Varsity Tutors, a Nerdy Company",19,1497.75,"company (19), tutor (22), tutors (25), nerdy (26), varsity (27), portland (1,727), mathematics (2,309), psat (7,827)",1
13695,Treasury Manager,Virtua Health,0,1498.75,"health (0), manager (3), treasury (1,931), virtua (4,061)",2
13696,"Asset Manager, Residential Properties",Starlight Investments,3,1498.83,"manager (3), residential (313), properties (486), asset (527), investments (1,390), starlight (6,274)",2
13697,IT Support Technician,Keywords Studios,28,1499.0,"technician (28), support (63), studios (1,002), keywords (4,903)",2
13698,Scrum Master,Pacific Blue Cross,251,1499.2,"pacific (251), cross (847), blue (1,071), master (1,089), scrum (4,238)",2
13699,electrical technician,Superior Poultry Processors Ltd.,23,1499.5,"ltd (23), technician (28), electrical (137), superior (2,725), poultry (2,796), processors (3,288)",2
13700,Fulfillment Manager,LeadingEdge HR Solutions,3,1499.75,"manager (3), solutions (89), fulfillment (1,974), leadingedge (3,933)",2
13701,Accounts Receivable Specialist,Conexiom,24,1499.75,"specialist (24), accounts (521), receivable (1,378), conexiom (4,076)",2
